S.No.,State,Blood Center,Address,District,Category,Phone,Email,Action
4489,Tamil Nadu,Kilpennathur (Bsu),Dist. Tiruvannamalai,Tiruvannamalai,Govt.,-,-,StockCamps
4490,Tamil Nadu,Kmch Specialty Hospital Blood Bank Unit Of Kovai Medical Centre And Hospital Ltd,"No. 16, Palaniappa Street, Erode, Erode, Dist. Erode",Erode,Private,9842849575,kmchsplbloodbank@gmail.com,StockCamps
4491,Tamil Nadu,Kmc Speciality Hospitals (I) Ltd.,"KMC Speciality Hospital Ltd, No. 19, First Floor, Royal Road, Contonment, Trichy District., Trichy, Dist. Tiruchirappalli",Tiruchirappalli,Private,6383755136,kmcbloodbank1982@gmail.com,StockCamps
4492,Tamil Nadu,Kmr Blood Centre (Run By Kmr Charitable Trust),"113A, (First Floor) Arulandha Nagar 7th cross, Rohini Hospital Near, Thanjavaur, Dist. Thanjavur",Thanjavur,Charitable/Vol,9047008704,kmrbloodbank@gmail.com,StockCamps
4493,Tamil Nadu,Kokkarayanpettai (Bsu),Dist. Namakkal,Namakkal,Govt.,-,-,StockCamps
4494,Tamil Nadu,Kolakanatham (Bsu),Dist. Perambalur,Perambalur,Govt.,-,-,StockCamps
4495,Tamil Nadu,Kolathur (Bsu),Dist. Salem,Salem,Govt.,-,-,StockCamps
4496,Tamil Nadu,Komaralingam (Bsu),Dist. Tiruppur,Tiruppur,Govt.,-,-,StockCamps
4497,Tamil Nadu,Komaratchi Bsu,"-, Komaratchi, Dist. Cuddalore",Cuddalore,Govt.,-,-,StockCamps
4498,Tamil Nadu,Konerirajapuram Bsu,"-, Konerirajapuram, Dist. Nagapattinam",Nagapattinam,Govt.,-,-,StockCamps
4499,Tamil Nadu,Kongu Blood Centre,"TS No. 51/1E Ist floor, Perundurai Road, Erode, Dist. Erode",Erode,Private,7373351515,kongublood_erd@yahoo.com,StockCamps
4500,Tamil Nadu,Kongu Nadu Hospital Pvt.Ltd.,"No 336, 353, Dr. Rajendra Prasad Road, (100 feet Road), Coimbatore District., Coimbatore, Dist. Coimbatore",Coimbatore,Private,9944412222,knhbloodbankcbe@gmail.com,StockCamps
4501,Tamil Nadu,Kosavapatty Bsu,"-, Kosavapatty, Dist. Dindigul",Dindigul,Govt.,-,-,StockCamps
4502,Tamil Nadu,Kothanallur Bsu,"-, Nagercoil, Dist. Kanyakumari",Kanyakumari,Govt.,-,-,StockCamps
4503,Tamil Nadu,Kovai Medical Centre And Hospital Blood Centre,"99, Avinashi Road, , Coimbatore, Dist. Coimbatore",Coimbatore,Private,4224324817,drrajeswari@kmchhospitals.com,StockCamps
4504,Tamil Nadu,Kr Blood Centre,"KR Blood Centre, 93F, Ground Floor, Mettupalayam Road, Periyanaickenpalayam, Dist. Coimbatore",Coimbatore,Private,8903232200,kr.bloodcentre@gmail.com,StockCamps
4505,Tamil Nadu,K.S.M. Blood Centre (Run By Maruti Charitable Trust),"AISHWARAYAM HOSPITAL, 114/1, BANGALORE BYE PASS ROAD,, NEDUCHALAI NAGAR, SALEM, Salem, Dist. Salem",Salem,Charitable/Vol,7598077565,ksmsuren@gmail.com,StockCamps
4506,Tamil Nadu,Kugalur Bsu,"-, Kugalur, Dist. Erode",Erode,Govt.,-,-,StockCamps
4507,Tamil Nadu,Kulumani (Bsu),Dist. Tiruchirappalli,Tiruchirappalli,Govt.,-,-,StockCamps
4508,Tamil Nadu,Kumaran Blood Centre,"Twins Chambers, 825, Poonamallee High Rd, Kilpauk, , Chennai, Tamil Nadu, Dist. Chennai",Chennai,Private,8883246777,kumaranhospitalbloodbank@gmail.com,StockCamps
4509,Tamil Nadu,Kumaran Medical Center Blood Bank,"499/500, Sathy RD, Near Saravanampatti, Ganapathy, Coimbatore, Tami Nadu , coimbatore, Dist. Coimbatore",Coimbatore,Private,9965566630,kumaranmedicalcenterbloodbank@gmail.com,StockCamps
4510,Tamil Nadu,Kunnathur (Bsu),Dist. Tiruppur,Tiruppur,Govt.,-,-,StockCamps
4511,Tamil Nadu,Kunnur (Bsu),Dist. Virudhunagar,Virudhunagar,Govt.,-,-,StockCamps
4512,Tamil Nadu,Kurinji Hospital Blood Centre,"No. 4/118/1, Second Floor, Northeast Corner,, Kurinji Hospital Campus, Reddiyur Block No. 1, Dr. T. J. Salai, Five Roads, Salem, Salem, Dist. Salem",Salem,Private,9443244774,Kurinjihospital.project@gmail.com,StockCamps
4513,Tamil Nadu,Kuruvikulam (Bsu),Dist. Tirunelveli,Tirunelveli,Govt.,-,-,StockCamps
4514,Tamil Nadu,Kuttakuzhi Bsu,"-, Nagercoil, Dist. Kanyakumari",Kanyakumari,Govt.,-,-,StockCamps
4515,Tamil Nadu,Lakshminarayana Blood Centre,"No. 190 ,11thcross , Arulananda Ammal Nagar,Thanjavur, Thanjavur, Dist. Thanjavur",Thanjavur,Charitable/Vol,9360342325,Lnbb2001@gmail.com,StockCamps
4516,Tamil Nadu,Lalapet (Bsu),Dist. Vellore,Vellore,Govt.,-,-,StockCamps
4517,Tamil Nadu,Landsteiner Lakshmi Memorial Research Foundation,"14/90, Ground Floor, First Floor and Second Floor, Ayyavoo Street, Aminijikarai, Chennai, Dist. Chennai",Chennai,Private,8098391464,landsteinercharti@gmail.com,StockCamps
4518,Tamil Nadu,LAXMI BLOOD CENTER VIRUDHUNAGAR,"1/1, kariam vellaiyan street, Aruppukottai, Dist. Virudhunagar",Virudhunagar,Private,9842653592,laxmibloodbank@gmail.com,StockCamps
4519,Tamil Nadu,Leonard Hospital,"Batlagundu, Dindigul, Dist. Dindigul",Dindigul,Private,NA,-,StockCamps
4520,Tamil Nadu,Life Care Voluntary Blood Centre (Run By Life Care Trust),"Venus Arcade, No.2, Ground Floor and First Floor, Old Telephone Exchange Road, Near Parimalam School, Hosur, Dist. Krishnagiri",Krishnagiri,Private,NA,-,StockCamps
4521,Tamil Nadu,Life Cell International (P)Ltd.,"S.No.48, Keelakottaiyur Village, Kelambakkam, VandalurRoad, Chennai, Dist. Chennai",Chennai,Private,NA,-,StockCamps
4522,Tamil Nadu,Lifecell International Private Limited,"S.No.26, Vandalur, Kelambakkam Main Road, Keelakottaiyur, Chennai, Dist. Chennai",Chennai,Private,NA,-,StockCamps
4523,Tamil Nadu,Life Line Blood Centre And Research Centre (Run By Subashtika Charitable Society),"3rd Floor, Sri Sudharsan Hospital, No.4, Salai Street, Vannarpettai, Tirunelveli District, Tirunelveli, Dist. Tirunelveli",Tirunelveli,Charitable/Vol,7402323555,lifeline.bloodbank@gmail.com,StockCamps
4524,Tamil Nadu,Lions Blood Centre Hosur Sipcot Run By Lions Club Of Hosur Sipcot Blood Bank Charitable Trust,"SF. No. 120/2B2A, 120/4 and 120/5, Plot No. 1 and 2, Poornam Towers, 2nd floor, Opposite to Government Hospital, Off Denkanikottai Road, Lake Street, Behind Indian Bank, Hosur, Krishnagiri District, Hosur , Dist. Krishnagiri",Krishnagiri,Charitable/Vol,8778804187,lionsbloodbankhosursipcot@gmail.com,StockCamps
4525,Tamil Nadu,Lions Club Of Coimbatore Legend Blood Centre Research Centre,"Red Rase Tower No.422 DB Road, R.S. Puram, Coimbatore, Dist. Coimbatore",Coimbatore,Private,NA,-,StockCamps
4526,Tamil Nadu,Lions Club Of Erode Supreme Charitable Trust Blood Centre,"No. 10 S.K.C Road, 2nd Street, Soorampatti 4 Road, Erode District, Erode, Dist. Erode",Erode,Charitable/Vol,9865137240,lionsbberd@gmail.com,StockCamps
4527,Tamil Nadu,Lions District B Blood Bank,"M/S Lions District 324 B1 Blood Bank, , Old No. 472/1, New No.30, Ground First Floor, Ponnay Street, Lions Club Road, Ram Nagar, Coimbaore District., Coimbatore, Dist. Coimbatore",Coimbatore,Charitable/Vol,9843053255,lionsdistrict324b1bloodbank@gmail.com,StockCamps
4528,Tamil Nadu,Lords Blood Centre (Run By Rajamony Memorial Educational Charitable Trust),"129, Main Road, Opp. to R.C. Church, Chunkankadai, Kanyakumari, Dist. Kanyakumari",Kanyakumari,Charitable/Vol,NA,-,StockCamps
4529,Tamil Nadu,Lotus Blood Centre (Lotus Apollo Hospital),"Poonthurai Main Road, Erode, Dist. Erode",Erode,Private,NA,-,StockCamps
4530,Tamil Nadu,Madha Medical College And Hospirtal Blood Centre,"kovur, kancheepuram district, chennai, Chennai, Dist. Kanchipuram",Kanchipuram,Charitable/Vol,"9962531082, 9176486916",mmcrimedicalsuperintendent@gmail.com,StockCamps
4531,Tamil Nadu,Madhanur (Bsu),Dist. Vellore,Vellore,Govt.,-,-,StockCamps
4532,Tamil Nadu,Madhura Blood Centre,"51 A,Harvey Nagar Main Road,, Arasaradi, Madurai, Madurai, Dist. Madurai",Madurai,Charitable/Vol,9894668215,madurabloodbank@gmail.com,StockCamps
4533,Tamil Nadu,Madras Egmore Lions Blood Centre And Research Foundation,"No. 130, Marshalls Road Egmore, Chennai, Dist. Chennai",Chennai,Private,9941917505,info@lionsbloodbank.net,StockCamps
4534,Tamil Nadu,Madras Egmore Lions Blood Centre And Research Foundation Ambattur,"Plot No C15 2 nd floor Ambattur Industrial Estate,Ambattur,chennai, Chennai, Dist. Chennai",Chennai,Charitable/Vol,9884588134,ambattur@lionsbloodbank.net,StockCamps
4535,Tamil Nadu,Madukkarai/ Arisipalayam Bsu,"-, Madukkarai/ Arisipalayam, Dist. Coimbatore",Coimbatore,Govt.,-,-,StockCamps
4536,Tamil Nadu,Maga Blood Bank Run By Maga Health And Educational Trust,"No. 172-2 Bathri Nagar, Gugai, Salem, Salem, Dist. Salem",Salem,Charitable/Vol,9442127222,magabloodbank@gmail.com,StockCamps
4537,Tamil Nadu,Mailam (Bsu),Dist. Viluppuram,Viluppuram,Govt.,-,-,StockCamps
4538,Tamil Nadu,Malaiyur Bsu,"-, Aranthangi, Dist. Pudukkottai",Pudukkottai,Govt.,-,-,StockCamps
4539,Tamil Nadu,Mallamkinar (Bsu),Dist. Virudhunagar,Virudhunagar,Govt.,-,-,StockCamps
4540,Tamil Nadu,Mallasamudram (Bsu),Dist. Namakkal,Namakkal,Govt.,-,-,StockCamps
4541,Tamil Nadu,Mangalore Bsu,"-, Mangalore, Dist. Cuddalore",Cuddalore,Govt.,-,-,StockCamps
4542,Tamil Nadu,Manickampalayam Bsu,"-, Manickampalayam, Dist. Namakkal",Namakkal,Govt.,-,-,StockCamps
4543,Tamil Nadu,Manipal Hospital Blood Bank Manipal Health Enterprises Pvt Ltd,"First Floor, New No VII/151, Old No III/120 Vellakalpatty, Dalmia Board, Salem - Bangalore Highway, Salem District, Salem, Dist. Salem",Salem,Private,8870853203,bloodbank.salem@manipalhospitals.com,StockCamps
4544,Tamil Nadu,Marandahalli Bsu,"-, Marandahalli, Dist. Dharmapuri",Dharmapuri,Govt.,-,-,StockCamps
4545,Tamil Nadu,Marthandam Voluntary Blood Centre,"2/64, AIFB Hospital Building, Junction Main Raad, Marthandam, Kanyakumari District, Kanyakumari, Dist. Kanyakumari",Kanyakumari,Charitable/Vol,9787134481,marthandambloodcentre@gmail.com,StockCamps
4546,Tamil Nadu,Marungur Bsu,"-, Marungur, Dist. Cuddalore",Cuddalore,Govt.,-,-,StockCamps
4547,Tamil Nadu,Maruthi Blood Bank With Component Centre,"No. 5/610/2, K.R Plaza, First Floor, Opp. Collector Office, Salem Main Road, Near Bus Stop, Dharmapuri District., Dharmapuri, Dist. Dharmapuri",Dharmapuri,Charitable/Vol,9443177063,maruthibb.dharmapuri@gmail.com,StockCamps
4548,Tamil Nadu,Maruthi Blood Centre,"No.7/6, Athma Building (Ist floor), Co-operative Colony, 3rd cross, Krishnagiri, Krishnagiri, Dist. Krishnagiri",Krishnagiri,Charitable/Vol,7708020001,mbbkgiri23@gmail.com,StockCamps
4549,Tamil Nadu,Maruthi Blood Centre And Research Foundation,"Door No. 5, 5/1, Srinivasa Complex, First Floor, Ram Nagar, Meyyanur, Salem, Salem, Dist. Salem",Salem,Charitable/Vol,7708020009,maruthibloodbank@gmail.com,StockCamps
4550,Tamil Nadu,Mathi Blood Centre,"A Unit of Mathi Integrated Health Centre Private Limited , No. 2/2136E1, Perumal Nagar, 1st Street, Viswanatham, Sivakasi, Virudhunagar District., Sivakasi, Dist. Virudhunagar",Virudhunagar,Private,9342532170,mathihospital@gmail.com,StockCamps
4551,Tamil Nadu,M.C.Palli Bsu,"-, M.C.Palli, Dist. Krishnagiri",Krishnagiri,Govt.,-,-,StockCamps
4552,Tamil Nadu,Mecheri (Bsu),Dist. Salem,Salem,Govt.,-,-,StockCamps
4553,Tamil Nadu,Medavakkam (Bsu),Dist. Kanchipuram,Kanchipuram,Govt.,-,-,StockCamps
4554,Tamil Nadu,Medway Hospitals Blood Centre A Unit Of United Alliance Health Care Pvt Ltd,"New No.8, Old No. 22, Ground Floor, 4th Cross Street, Trustpuram, Kodambakkam, Chennai, Chennai, Dist. Chennai",Chennai,Private,9790811269,bloodcentre@medwayhospitals.com,StockCamps
4555,Tamil Nadu,"Meenakshi Blood Centre, (Run By Ayyamperumal And K. Dakshinamoorthy Trust)","4215, 4th south street, Pudukkottai, Pudukottai, Dist. Pudukkottai",Pudukkottai,Charitable/Vol,9943903500,meenakshibloodcentre@gmail.com,StockCamps
4556,Tamil Nadu,Meenakshi Hospital Blood Centre,"SF No.:244./2, 3rd Floor, Nilgiri Therkku Thottam Village, Trichy Tanjore Main Road, Nelagiri Panchayat, Tanjore, Dist. Thanjavur",Thanjavur,Private,7402605594,bloodbank@mht.org.in,StockCamps
4557,Tamil Nadu,Meenakshi Medical College Hospital And Research Institute,"Pettai Enathur, Kancheepuram, Dist. Kanchipuram",Kanchipuram,Charitable/Vol,4427261096,bbmmchri@gmail.com,StockCamps
4558,Tamil Nadu,Meenakshi Mission Hospital And Research Centre,"5th Floor, Annex Building, Lake Area, Melur Road, Madurai, Dist. Madurai",Madurai,Private,9842130074,bloodbankravi@gmail.com,StockCamps
4559,Tamil Nadu,Meensuruti Bsu,"-, Meensuruti, Dist. Ariyalur",Ariyalur,Govt.,-,-,StockCamps
4560,Tamil Nadu,Melattur (Bsu),Dist. Thanjavur,Thanjavur,Govt.,-,-,StockCamps
4561,Tamil Nadu,Melmaruvathur Adiparasakthi Institute Of Medical Sciences And Research,"MAPIMS, CHENGALPATTU DISTRICT, Melmaruvathur, Dist. Chengalpattu",Chengalpattu,Charitable/Vol,8113056731,bloodbank@mapims.org,StockCamps
4562,Tamil Nadu,Melpallipattu (Bsu),Dist. Tiruvannamalai,Tiruvannamalai,Govt.,-,-,StockCamps
4563,Tamil Nadu,Melur Bsu,"-, Melur, Dist. Kallakurichi",Kallakurichi,Govt.,-,-,StockCamps
4564,Tamil Nadu,Melvin Jones Memorial Lions Blood Bank A Unit Of Melvin Jones Memorial Lions Charitable Trust,"First Floor, Community Centre, Sunnambukolathur Main Road, Kovilambakkam, Kancheepuram Dist., Kanchipuram, Dist. Kanchipuram",Kanchipuram,Charitable/Vol,9442259682,mjmlionsbloodbank@gmail.com,StockCamps
4565,Tamil Nadu,Mgm Health Care Pvt Ltd.,"Utility Block, 2nd Floor, No-72, Nelson Manickam Road, Aminjikarai, Chennai, Chennai, Dist. Chennai",Chennai,Private,9790799599,bloodbank@mgmhealthcare.in,StockCamps
4566,Tamil Nadu,"Military Hospital, St.Thomas Mount, Defence Colony","St.Thomas Mount, Defence colony, Chennai, Dist. Kanchipuram",Kanchipuram,Govt.,NA,-,StockCamps
4567,Tamil Nadu,"Military Hospital, Wellington","Military Hospital, Wellington, The Nilgiris, Dist. The Nilgiris",The Nilgiris,Govt.,NA,-,StockCamps
4568,Tamil Nadu,Minu Lab And Blood Centre,"7.A/4, Ramakrishna Road, (Rajaji Road), Salem, Dist. Salem",Salem,Private,NA,-,StockCamps
4569,Tamil Nadu,Miot Hospital,"No. 4/112 Mount Poonamelle Road Manapakkam, Chennai, Dist. Chennai",Chennai,Private,8760593382,bloodbank@miotinternational.com,StockCamps
4570,Tamil Nadu,Modakurichi Bsu,"-, Modakurichi, Dist. Erode",Erode,Govt.,-,-,StockCamps
4571,Tamil Nadu,Mohanur (Bsu),Dist. Namakkal,Namakkal,Govt.,-,-,StockCamps
4572,Tamil Nadu,Morappur Bsu,"-, Morappur, Dist. Dharmapuri",Dharmapuri,Govt.,-,-,StockCamps
4573,Tamil Nadu,"M/S Annaii Medical College And Hospital,A Unit Of Sri Devi Karumariamman Education Trust","First Floor of Dhanvanthri Block,Survey No. 116/1A,116/3A,116/4,116/5, Pennalur village, Sriperumbudur Taluk,Kancheepuram District,Tamilnadu, Kancheepuram, Dist. Kanchipuram",Kanchipuram,Charitable/Vol,9566156041,bloodbank@annaiimedicalcollege.edu.in,StockCamps
4574,Tamil Nadu,M/S Bhaarath Medical College Hospital,"173, Second Floor, Agaram Road, Selaiyur, Chennai, Selaiyur, Dist. Chengalpattu",Chengalpattu,Private,7401434154,bloodbank@bmch.ac.in,StockCamps
4575,Tamil Nadu,Ms. Madurai Voluntary Blood Bank And Research Centre,"M/s. Madurai Voluntary Blood Bank and Research Centre, Run by Subastika Charitable Society, No. 42, Ground Floor, Kakkan Street, Shenoy Nagar, Madurai District., Madurai, Dist. Madurai",Madurai,Charitable/Vol,7402323111,madurai.bloodbank@gmail.com,StockCamps
4576,Tamil Nadu,M/S. Srinivasan Medical College And Hospital Blood Centre,"M/s. Srinivasan Medical College and Hospital Blood Centre ( Run by Dhanalakshmi Srinivasan Cahritable Educational Trust) 2nd Floor, East Wing Block, Trichy  Chennai Highways (NH-45), Samayapuram , Trichy District, Samayapuram, Dist. Tiruchirappalli",Tiruchirappalli,Charitable/Vol,6374701185,smchbloodbank21@gmail.com,StockCamps
4577,Tamil Nadu,Mugaiyur Bsu,"-, Mugaiyur , Dist. Kallakurichi",Kallakurichi,Govt.,-,-,StockCamps
4578,Tamil Nadu,Mukkudal (Bsu),Dist. Tirunelveli,Tirunelveli,Govt.,-,-,StockCamps
4579,Tamil Nadu,Mulanur (Bsu),Dist. Tiruppur,Tiruppur,Govt.,-,-,StockCamps
4580,Tamil Nadu,Muthenendal (Bsu),Dist. Sivaganga,Sivaganga,Govt.,-,-,StockCamps
4581,Tamil Nadu,Muthu Blood Centre (Muthu Charitable Trust),"No.153 Mettu St Opp to Vegetable Market, Perambalur, Dist. Perambalur",Perambalur,Charitable/Vol,9443747377,muthu_lab@yahoo.com,StockCamps
4582,Tamil Nadu,Muthukumaran Medical College Hospital And Research Institute,"Chickrayapuram, Near Mangadu, Chennai, Dist. Kanchipuram",Kanchipuram,Charitable/Vol,9941252447,smmchribb@yahoo.com,StockCamps
4583,Tamil Nadu,Muthur (Bsu),Dist. Tiruppur,Tiruppur,Govt.,-,-,StockCamps
4584,Tamil Nadu,Mylambadi Bsu,"-, Mylambadi, Dist. Erode",Erode,Govt.,-,-,StockCamps
4585,Tamil Nadu,Naducauvery (Bsu),Dist. Thanjavur,Thanjavur,Govt.,-,-,StockCamps
4586,Tamil Nadu,Naduveerapattu Bsu,"-, Naduveerapattu, Dist. Cuddalore",Cuddalore,Govt.,-,-,StockCamps
4587,Tamil Nadu,Nagalapuram Bsu,"-, Koilpatti, Dist. Thoothukkudi",Thoothukkudi,Govt.,-,-,StockCamps
4588,Tamil Nadu,Nagudi Bsu,"-, Aranthangi, Dist. Pudukkottai",Pudukkottai,Govt.,-,-,StockCamps
4589,Tamil Nadu,Nainarkovil (Bsu),Dist. Ramanathapuram,Ramanathapuram,Govt.,-,-,StockCamps
4590,Tamil Nadu,Namagiripettai Bsu,"-, Namagiripettai, Dist. Namakkal",Namakkal,Govt.,-,-,StockCamps
4591,Tamil Nadu,Namakkal Bharath Blood Bank And Research Centre,"Run by Namakkal Bharath Medical Service Trust, TS. No. 40, Plot No 26, Block 24, State Bank Colony, Trichy Main Road, Namakkal, Dist. Namakkal",Namakkal,Charitable/Vol,9942397788,bharathbloodbank10@gmail.com,StockCamps
4592,Tamil Nadu,Nambiyur Bsu,"-, Nambiyur, Dist. Erode",Erode,Govt.,-,-,StockCamps
4593,Tamil Nadu,Nandha Medical College And Hospital Blood Centre,"Run by Sri Nandha Educational Trust, No. 252/7B, 1st Floor, Hospital Block, Nandha Meidcal College and Hospital Campus, Perundurai Main Road, Pichandampalayam Post, Erode District., Erode, Dist. Erode",Erode,Charitable/Vol,7598191494,bbnmch1234@gmail.com,StockCamps
4594,Tamil Nadu,Nandhivaram (Bsu),Dist. Kanchipuram,Kanchipuram,Govt.,-,-,StockCamps
4595,Tamil Nadu,Nangavalli (Bsu),Dist. Salem,Salem,Govt.,-,-,StockCamps
4596,Tamil Nadu,Nariyambut (Bsu),Dist. Vellore,Vellore,Govt.,-,-,StockCamps
4597,Tamil Nadu,Naruvi Hospitals Blood Bank,"Collector Office Road, Chennai-Bangalore National Highway, NH48, , Vellore, Dist. Vellore",Vellore,Private,8754047780,ramasubramaniam.n@naruvihospitals.com,StockCamps
4598,Tamil Nadu,Nathakadyur (Bsu),Dist. Tiruppur,Tiruppur,Govt.,-,-,StockCamps
4599,Tamil Nadu,National Voluntary Blood Centre,"National Voluntary Blood Centre, Run by T.A.V, Educational and Rural Development Trust, A.R. Building, No 47, First Main Road, 2nd Floor, Thirumalai Nagar, Kolathur, Chennai District., Kolathur, Dist. Chennai",Chennai,Charitable/Vol,9940156040,nationalvoluntarybloodcentre@gmail.com,StockCamps
4600,Tamil Nadu,Navalpattu (Bsu),Dist. Tiruchirappalli,Tiruchirappalli,Govt.,-,-,StockCamps
4601,Tamil Nadu,Nerkuppai (Bsu),Dist. Sivaganga,Sivaganga,Govt.,-,-,StockCamps
4602,Tamil Nadu,Neyveli Lignite Corporation (Nlc Hi),"Valayamadevi - Neyveli Road,, neyveli, Neyveli, Dist. Cuddalore",Cuddalore,Govt.,9385702864,nlcghbloodbank@gmail.com,StockCamps
4603,Tamil Nadu,Odugathur (Bsu),Dist. Vellore,Vellore,Govt.,-,-,StockCamps
4604,Tamil Nadu,Om Sakthi Blood Centre,"No 4 Sengodipuram, Dharmapuri, Dist. Dharmapuri",Dharmapuri,Private,4.34226E+15,omsakthihospital@gmail.com,StockCamps
4605,Tamil Nadu,Oraiyur Bsu,"-, Oraiyur, Dist. Cuddalore",Cuddalore,Govt.,-,-,StockCamps
4606,Tamil Nadu,Padmalaya Medical Centre Private Limited,"4th and 5th floor, No. 34 A.A. Road, Sundarajapuram, Madurai District, Madurai, Dist. Madurai",Madurai,Private,9344155338,pmcbloodbank@gmail.com,StockCamps
4607,Tamil Nadu,Palani Blood Centre (Run By Annai Educational Trust),"49, Dindigal Road, 1st Floor, Opp.to Govt Hospital, Palani, Dindigul, Dist. Dindigul",Dindigul,Private,9842925501,palanibloodbank@gmail.com,StockCamps
4608,Tamil Nadu,Pallikonda (Bsu),Dist. Vellore,Vellore,Govt.,-,-,StockCamps
4609,Tamil Nadu,Panagudy (Bsu),Dist. Tirunelveli,Tirunelveli,Govt.,-,-,StockCamps
4610,Tamil Nadu,Pandalgudi (Bsu),Dist. Virudhunagar,Virudhunagar,Govt.,-,-,StockCamps
4611,Tamil Nadu,Panimalar Medical College Hospital And Research Institute Blood Centre,"Varadharajapuram, Poonamallee, Chennai Hosp Panimalar Medical College Hospital and Research Institute , Chennai, Dist. Thiruvallur",Thiruvallur,Charitable/Vol,4467144155,Pmchribloodbank@gmail.com,StockCamps
4612,Tamil Nadu,Panjapatty Bsu,"-, Panjapatty, Dist. Karur",Karur,Govt.,-,-,StockCamps
4613,Tamil Nadu,Pappampatty (Bsu),Dist. Dindigul,Dindigul,Govt.,-,-,StockCamps
4614,Tamil Nadu,Pathamadai (Bsu),Dist. Tirunelveli,Tirunelveli,Govt.,-,-,StockCamps
4615,Tamil Nadu,Patteeswaram (Bsu),Dist. Thanjavur,Thanjavur,Govt.,-,-,StockCamps
4616,Tamil Nadu,Pavoorchatram (Bsu),Dist. Tirunelveli,Tirunelveli,Govt.,-,-,StockCamps
4617,Tamil Nadu,Pennadam Bsu,"-, Pennadam, Dist. Cuddalore",Cuddalore,Govt.,-,-,StockCamps
4618,Tamil Nadu,Perambakkam (Bsu),Dist. Thiruvallur,Thiruvallur,Govt.,-,-,StockCamps
4619,Tamil Nadu,Peranamallur Bsu,"-, Cheyyar, Dist. Tiruvannamalai",Tiruvannamalai,Govt.,-,-,StockCamps
4620,Tamil Nadu,Periyapalayam (Bsu),Dist. Thiruvallur,Thiruvallur,Govt.,-,-,StockCamps
4621,Tamil Nadu,Periyapattinam (Bsu),Dist. Ramanathapuram,Ramanathapuram,Govt.,-,-,StockCamps
4622,Tamil Nadu,Perumanallur (Bsu),Dist. Tiruppur,Tiruppur,Govt.,-,-,StockCamps
4623,Tamil Nadu,Pollachi Blood Centre Services,"No,30,palaniyammal layout,pollachi, POLLACHI, Dist. Coimbatore",Coimbatore,Charitable/Vol,9944998898,pdl.bloodbank@gmail.com,StockCamps
4624,Tamil Nadu,Ponbethi Bsu,"-, Aranthangi, Dist. Pudukkottai",Pudukkottai,Govt.,-,-,StockCamps
4625,Tamil Nadu,Pongalur (Bsu),Dist. Tiruppur,Tiruppur,Govt.,-,-,StockCamps
4626,Tamil Nadu,Poolambadi (Bsu),Dist. Perambalur,Perambalur,Govt.,-,-,StockCamps
4627,Tamil Nadu,Poonamallee (Bsu),Dist. Thiruvallur,Thiruvallur,Govt.,-,-,StockCamps
4628,Tamil Nadu,P.Puliampatti Bsu,"-, P.Puliampatti, Dist. Erode",Erode,Govt.,-,-,StockCamps
4629,Tamil Nadu,Prambur (Bsu),Dist. Pudukkottai,Pudukkottai,Govt.,-,-,StockCamps
4630,Tamil Nadu,Preethi Hospitals Private Limited,"No.50, Lower Basement Floor, Melur Main Road, Uthangudi, Madurai District, Madurai, Dist. Madurai",Madurai,Private,9791451961,admin@preethihospitals.com,StockCamps
4631,Tamil Nadu,Psg Hospital,"Avinashi Road, Coimbatore, Dist. Coimbatore",Coimbatore,Private,9843909633,bloodbank@psgimsr.ac.in,StockCamps
4632,Tamil Nadu,Puduchatram Bsu,"-, Puduchatram, Dist. Cuddalore",Cuddalore,Govt.,-,-,StockCamps
4633,Tamil Nadu,Pudupetai (Bsu),Dist. Vellore,Vellore,Govt.,-,-,StockCamps
4634,Tamil Nadu,Puduruthamanur (Bsu),Dist. Tiruchirappalli,Tiruchirappalli,Govt.,-,-,StockCamps
4635,Tamil Nadu,Puduvayal (Bsu),Dist. Sivaganga,Sivaganga,Govt.,-,-,StockCamps
4636,Tamil Nadu,Pullambadi (Bsu),Dist. Tiruchirappalli,Tiruchirappalli,Govt.,-,-,StockCamps
4637,Tamil Nadu,Punnai (Bsu),Dist. Vellore,Vellore,Govt.,-,-,StockCamps
4638,Tamil Nadu,Puthanatham (Bsu),Dist. Ariyalur,Ariyalur,Govt.,-,-,StockCamps
4639,Tamil Nadu,Puzhulithipatti (Bsu),Dist. Sivaganga,Sivaganga,Govt.,-,-,StockCamps
4640,Tamil Nadu,Rainbow Blood Centre,"3/245/5, Gandhi Nagar 3rd Cross,, Arugampalayam Road, Thangam Nagar,Soliyamman Mahal Bus Stop, Karur, Dist. Karur",Karur,Charitable/Vol,9751097848,Inforainbowbloodbank@gmail.com,StockCamps
4641,Tamil Nadu,Rajakkamangalam Bsu,"-, Nagercoil, Dist. Kanyakumari",Kanyakumari,Govt.,-,-,StockCamps
4642,Tamil Nadu,Rajesh Tilak Blood Centre At Rajesh Tilak Hospital,"Rajesh Tilak Hospital, Door No. 107J/79/53, P.C. Road, First Floor, Rajesh Tilak Hospital Campus, West Millarpuram, Tuticorin, Dist. Thoothukkudi",Thoothukkudi,Private,9442622718,rajeshtilakhospital@gmail.com,StockCamps
